CIF,Account_Name,Current_Product,Segment,CLV_Tier,Churn_Risk,NBP_Rank,Recommended_Product,Confidence_Score
CIF01009543,Customer_9544,Ahati Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23841
CIF01009543,Customer_9544,Ahati Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.0956
CIF01009543,Customer_9544,Ahati Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.0785
CIF01009544,Customer_9545,Ordinary Saving Account,High-CLV Active,High-CLV,Low Risk,1,Special Saving Account,0.09897
CIF01009544,Customer_9545,Ordinary Saving Account,High-CLV Active,High-CLV,Low Risk,2,Blatena Saving Account,0.07831
CIF01009544,Customer_9545,Ordinary Saving Account,High-CLV Active,High-CLV,Low Risk,3,Werazut Saving Account,0.06428
CIF01009545,Customer_9546,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Special Saving Account,0.10078
CIF01009545,Customer_9546,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07777
CIF01009545,Customer_9546,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06629
CIF01009546,Customer_9547,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,1,Special Saving Account,0.10341
CIF01009546,Customer_9547,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07473
CIF01009546,Customer_9547,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06557
CIF01009547,Customer_9548,Tirufat Savings Account,High-CLV Active,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.26051
CIF01009547,Customer_9548,Tirufat Savings Account,High-CLV Active,Top-CLV,Critical Risk,2,Special Saving Account,0.09842
CIF01009547,Customer_9548,Tirufat Savings Account,High-CLV Active,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07845
CIF01009548,Customer_9549,Ahati Saving Account,High-CLV Active,Top-CLV,Low Risk,1,Ordinary Saving Account,0.2566
CIF01009548,Customer_9549,Ahati Saving Account,High-CLV Active,Top-CLV,Low Risk,2,Special Saving Account,0.09799
CIF01009548,Customer_9549,Ahati Saving Account,High-CLV Active,Top-CLV,Low Risk,3,Blatena Saving Account,0.07803
CIF01009549,Customer_9550,Tirufat Savings Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25062
CIF01009549,Customer_9550,Tirufat Savings Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Special Saving Account,0.10647
CIF01009549,Customer_9550,Tirufat Savings Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07719
CIF01009550,Customer_9551,Blatena Saving Account,High-CLV Active,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.25799
CIF01009550,Customer_9551,Blatena Saving Account,High-CLV Active,Mid-CLV,Critical Risk,2,Special Saving Account,0.09996
CIF01009550,Customer_9551,Blatena Saving Account,High-CLV Active,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06321
CIF01009551,Customer_9552,Dekemezmur Saving Account,Low Engagement,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25792
CIF01009551,Customer_9552,Dekemezmur Saving Account,Low Engagement,Top-CLV,Critical Risk,2,Special Saving Account,0.10427
CIF01009551,Customer_9552,Dekemezmur Saving Account,Low Engagement,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07533
CIF01009552,Customer_9553,Special Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23928
CIF01009552,Customer_9553,Special Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07523
CIF01009552,Customer_9553,Special Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06831
CIF01009553,Customer_9554,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Special Saving Account,0.1012
CIF01009553,Customer_9554,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07819
CIF01009553,Customer_9554,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06802
CIF01009554,Customer_9555,Blatena Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24075
CIF01009554,Customer_9555,Blatena Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.0974
CIF01009554,Customer_9555,Blatena Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07362
CIF01009555,Customer_9556,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Special Saving Account,0.1016
CIF01009555,Customer_9556,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Blatena Saving Account,0.08082
CIF01009555,Customer_9556,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07216
CIF01009556,Customer_9557,Tirufat Savings Account,High-CLV Active,High-CLV,Low Risk,1,Ordinary Saving Account,0.25128
CIF01009556,Customer_9557,Tirufat Savings Account,High-CLV Active,High-CLV,Low Risk,2,Special Saving Account,0.09897
CIF01009556,Customer_9557,Tirufat Savings Account,High-CLV Active,High-CLV,Low Risk,3,Blatena Saving Account,0.07831
CIF01009557,Customer_9558,Special Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23473
CIF01009557,Customer_9558,Special Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Blatena Saving Account,0.08029
CIF01009557,Customer_9558,Special Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Werazut Saving Account,0.07236
CIF01009558,Customer_9559,Dekemezmur Saving Account,High-CLV Active,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25519
CIF01009558,Customer_9559,Dekemezmur Saving Account,High-CLV Active,High-CLV,Critical Risk,2,Special Saving Account,0.0994
CIF01009558,Customer_9559,Dekemezmur Saving Account,High-CLV Active,High-CLV,Critical Risk,3,Blatena Saving Account,0.07873
CIF01009559,Customer_9560,Abew Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23867
CIF01009559,Customer_9560,Abew Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Special Saving Account,0.10761
CIF01009559,Customer_9560,Abew Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07345
CIF01009560,Customer_9561,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Special Saving Account,0.10285
CIF01009560,Customer_9561,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Blatena Saving Account,0.07697
CIF01009560,Customer_9561,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Werazut Saving Account,0.06837
CIF01009561,Customer_9562,Janderebaw Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2305
CIF01009561,Customer_9562,Janderebaw Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09978
CIF01009561,Customer_9562,Janderebaw Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07858
CIF01009562,Customer_9563,Asrat Bekurat Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2345
CIF01009562,Customer_9563,Asrat Bekurat Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09518
CIF01009562,Customer_9563,Asrat Bekurat Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07808
CIF01009563,Customer_9564,Ordinary Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Special Saving Account,0.09756
CIF01009563,Customer_9564,Ordinary Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07808
CIF01009563,Customer_9564,Ordinary Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06816
CIF01009564,Customer_9565,Equb Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24967
CIF01009564,Customer_9565,Equb Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Special Saving Account,0.10537
CIF01009564,Customer_9565,Equb Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07827
CIF01009565,Customer_9566,Werazut Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23833
CIF01009565,Customer_9566,Werazut Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Special Saving Account,0.10453
CIF01009565,Customer_9566,Werazut Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07631
CIF01009566,Customer_9567,Ahati Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.23932
CIF01009566,Customer_9567,Ahati Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.10216
CIF01009566,Customer_9567,Ahati Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07858
CIF01009567,Customer_9568,Abew Saving Account,Low Engagement,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.2554
CIF01009567,Customer_9568,Abew Saving Account,Low Engagement,Mid-CLV,Critical Risk,2,Special Saving Account,0.10581
CIF01009567,Customer_9568,Abew Saving Account,Low Engagement,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07337
CIF01009568,Customer_9569,Ahadu Bereket Saving Account,High-CLV Active,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25519
CIF01009568,Customer_9569,Ahadu Bereket Saving Account,High-CLV Active,High-CLV,Critical Risk,2,Special Saving Account,0.0994
CIF01009568,Customer_9569,Ahadu Bereket Saving Account,High-CLV Active,High-CLV,Critical Risk,3,Blatena Saving Account,0.07873
CIF01009569,Customer_9570,Ordinary Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,1,Special Saving Account,0.10691
CIF01009569,Customer_9570,Ordinary Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,2,Blatena Saving Account,0.07631
CIF01009569,Customer_9570,Ordinary Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,3,Werazut Saving Account,0.06778
CIF01009570,Customer_9571,Blatena Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24967
CIF01009570,Customer_9571,Blatena Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Special Saving Account,0.10537
CIF01009570,Customer_9571,Blatena Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Werazut Saving Account,0.0675
CIF01009571,Customer_9572,Agape Saving Account,High-CLV Active,High-CLV,Low Risk,1,Ordinary Saving Account,0.24728
CIF01009571,Customer_9572,Agape Saving Account,High-CLV Active,High-CLV,Low Risk,2,Special Saving Account,0.10357
CIF01009571,Customer_9572,Agape Saving Account,High-CLV Active,High-CLV,Low Risk,3,Blatena Saving Account,0.07881
CIF01009572,Customer_9573,Agape Saving Account,High-CLV Active,Top-CLV,Low Risk,1,Ordinary Saving Account,0.2526
CIF01009572,Customer_9573,Agape Saving Account,High-CLV Active,Top-CLV,Low Risk,2,Special Saving Account,0.10259
CIF01009572,Customer_9573,Agape Saving Account,High-CLV Active,Top-CLV,Low Risk,3,Blatena Saving Account,0.07853
CIF01009573,Customer_9574,Ahadu Bereket Saving Account,High-CLV Active,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.25799
CIF01009573,Customer_9574,Ahadu Bereket Saving Account,High-CLV Active,Mid-CLV,Low Risk,2,Special Saving Account,0.09996
CIF01009573,Customer_9574,Ahadu Bereket Saving Account,High-CLV Active,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07649
CIF01009574,Customer_9575,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Special Saving Account,0.09799
CIF01009574,Customer_9575,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07803
CIF01009574,Customer_9575,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Ahati Saving Account,0.06621
CIF01009575,Customer_9576,Special Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2429
CIF01009575,Customer_9576,Special Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07516
CIF01009575,Customer_9576,Special Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Werazut Saving Account,0.07441
CIF01009576,Customer_9577,Dekemezmur Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23841
CIF01009576,Customer_9577,Dekemezmur Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.0956
CIF01009576,Customer_9577,Dekemezmur Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.0785
CIF01009577,Customer_9578,Ordinary Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,1,Special Saving Account,0.10103
CIF01009577,Customer_9578,Ordinary Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07473
CIF01009577,Customer_9578,Ordinary Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06711
CIF01009578,Customer_9579,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Special Saving Account,0.10328
CIF01009578,Customer_9579,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Blatena Saving Account,0.07739
CIF01009578,Customer_9579,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Werazut Saving Account,0.07009
CIF01009579,Customer_9580,Prime Customer Deposit Account,Low Engagement,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2429
CIF01009579,Customer_9580,Prime Customer Deposit Account,Low Engagement,Low-CLV,Critical Risk,2,Special Saving Account,0.10341
CIF01009579,Customer_9580,Prime Customer Deposit Account,Low Engagement,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07516
CIF01009580,Customer_9581,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Low Risk,1,Special Saving Account,0.10036
CIF01009580,Customer_9581,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Low Risk,2,Blatena Saving Account,0.07623
CIF01009580,Customer_9581,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Low Risk,3,Werazut Saving Account,0.06984
CIF01009581,Customer_9582,Blatena Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.2453
CIF01009581,Customer_9582,Blatena Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Special Saving Account,0.10745
CIF01009581,Customer_9582,Blatena Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Werazut Saving Account,0.06957
CIF01009582,Customer_9583,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Special Saving Account,0.10259
CIF01009582,Customer_9583,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07853
CIF01009582,Customer_9583,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Ahati Saving Account,0.06373
CIF01009583,Customer_9584,Special Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25758
CIF01009583,Customer_9584,Special Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07819
CIF01009583,Customer_9584,Special Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06802
CIF01009584,Customer_9585,Asrat Bekurat Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.25506
CIF01009584,Customer_9585,Asrat Bekurat Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,2,Special Saving Account,0.10274
CIF01009584,Customer_9585,Asrat Bekurat Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07623
CIF01009585,Customer_9586,Blatena Saving Account,High-CLV Active,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25128
CIF01009585,Customer_9586,Blatena Saving Account,High-CLV Active,High-CLV,Critical Risk,2,Special Saving Account,0.09897
CIF01009585,Customer_9586,Blatena Saving Account,High-CLV Active,High-CLV,Critical Risk,3,Werazut Saving Account,0.06428
CIF01009586,Customer_9587,Ahadu Bereket Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2305
CIF01009586,Customer_9587,Ahadu Bereket Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09978
CIF01009586,Customer_9587,Ahadu Bereket Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07858
CIF01009587,Customer_9588,Ordinary Saving Account,Low Engagement,High-CLV,Critical Risk,1,Special Saving Account,0.10523
CIF01009587,Customer_9588,Ordinary Saving Account,Low Engagement,High-CLV,Critical Risk,2,Blatena Saving Account,0.0774
CIF01009587,Customer_9588,Ordinary Saving Account,Low Engagement,High-CLV,Critical Risk,3,Werazut Saving Account,0.07567
CIF01009588,Customer_9589,Werazut Saving Account,Mid-Value Growth,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24435
CIF01009588,Customer_9589,Werazut Saving Account,Mid-Value Growth,High-CLV,Critical Risk,2,Special Saving Account,0.10635
CIF01009588,Customer_9589,Werazut Saving Account,Mid-Value Growth,High-CLV,Critical Risk,3,Blatena Saving Account,0.07855
CIF01009589,Customer_9590,Ordinary Saving Account,High-CLV Active,Top-CLV,Low Risk,1,Special Saving Account,0.09839
CIF01009589,Customer_9590,Ordinary Saving Account,High-CLV Active,Top-CLV,Low Risk,2,Blatena Saving Account,0.08024
CIF01009589,Customer_9590,Ordinary Saving Account,High-CLV Active,Top-CLV,Low Risk,3,Werazut Saving Account,0.06386
CIF01009590,Customer_9591,Dekemezmur Saving Account,Mid-Value Growth,High-CLV,Low Risk,1,Ordinary Saving Account,0.24245
CIF01009590,Customer_9591,Dekemezmur Saving Account,Mid-Value Growth,High-CLV,Low Risk,2,Special Saving Account,0.10521
CIF01009590,Customer_9591,Dekemezmur Saving Account,Mid-Value Growth,High-CLV,Low Risk,3,Blatena Saving Account,0.08107
CIF01009591,Customer_9592,Sitota Saving Deposit,Mid-Value Growth,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23833
CIF01009591,Customer_9592,Sitota Saving Deposit,Mid-Value Growth,Low-CLV,Critical Risk,2,Special Saving Account,0.10453
CIF01009591,Customer_9592,Sitota Saving Deposit,Mid-Value Growth,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07631
CIF01009592,Customer_9593,Tirufat Savings Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24052
CIF01009592,Customer_9593,Tirufat Savings Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.097
CIF01009592,Customer_9593,Tirufat Savings Account,Dormant Risk,High-CLV,Critical Risk,3,Blatena Saving Account,0.08032
CIF01009593,Customer_9594,Ordinary Saving Account,Dormant Risk,Top-CLV,Critical Risk,1,Special Saving Account,0.10062
CIF01009593,Customer_9594,Ordinary Saving Account,Dormant Risk,Top-CLV,Critical Risk,2,Blatena Saving Account,0.08054
CIF01009593,Customer_9594,Ordinary Saving Account,Dormant Risk,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06908
CIF01009594,Customer_9595,Washera Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25682
CIF01009594,Customer_9595,Washera Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Special Saving Account,0.09839
CIF01009594,Customer_9595,Washera Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Blatena Saving Account,0.08024
CIF01009595,Customer_9596,Hiruyan Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.25138
CIF01009595,Customer_9596,Hiruyan Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,2,Special Saving Account,0.10271
